series_id,year,period,value,month,region,lagvalue
CUUR0100SA0,2003,M01,190.5,1,Northeast,
CUUR0100SA0,2003,M02,191.7,2,Northeast,190.5
CUUR0100SA0,2003,M03,193.0,3,Northeast,191.7
CUUR0100SA0,2003,M04,192.6,4,Northeast,193.0
CUUR0100SA0,2003,M05,192.7,5,Northeast,192.6
CUUR0100SA0,2003,M06,192.8,6,Northeast,192.7
CUUR0100SA0,2003,M07,193.5,7,Northeast,192.8
CUUR0100SA0,2003,M08,194.3,8,Northeast,193.5
CUUR0100SA0,2003,M09,195.0,9,Northeast,194.3
CUUR0100SA0,2003,M10,195.4,10,Northeast,195.0
CUUR0100SA0,2003,M11,195.1,11,Northeast,195.4
CUUR0100SA0,2003,M12,194.9,12,Northeast,195.1
CUUR0100SA0,2004,M01,195.9,1,Northeast,194.9
CUUR0100SA0,2004,M02,196.8,2,Northeast,195.9
CUUR0100SA0,2004,M03,198.6,3,Northeast,196.8
CUUR0100SA0,2004,M04,199.4,4,Northeast,198.6
CUUR0100SA0,2004,M05,199.9,5,Northeast,199.4
CUUR0100SA0,2004,M06,201.1,6,Northeast,199.9
CUUR0100SA0,2004,M07,201.0,7,Northeast,201.1
CUUR0100SA0,2004,M08,201.0,8,Northeast,201.0
CUUR0100SA0,2004,M09,201.2,9,Northeast,201.0
CUUR0100SA0,2004,M10,202.5,10,Northeast,201.2
CUUR0100SA0,2004,M11,202.6,11,Northeast,202.5
CUUR0100SA0,2004,M12,201.9,12,Northeast,202.6
CUUR0100SA0,2005,M01,202.6,1,Northeast,201.9
CUUR0100SA0,2005,M02,203.6,2,Northeast,202.6
CUUR0100SA0,2005,M03,206.0,3,Northeast,203.6
CUUR0100SA0,2005,M04,206.9,4,Northeast,206.0
CUUR0100SA0,2005,M05,206.2,5,Northeast,206.9
CUUR0100SA0,2005,M06,206.2,6,Northeast,206.2
CUUR0100SA0,2005,M07,207.9,7,Northeast,206.2
CUUR0100SA0,2005,M08,208.7,8,Northeast,207.9
CUUR0100SA0,2005,M09,210.8,9,Northeast,208.7
CUUR0100SA0,2005,M10,211.5,10,Northeast,210.8
CUUR0100SA0,2005,M11,210.0,11,Northeast,211.5
CUUR0100SA0,2005,M12,209.0,12,Northeast,210.0
CUUR0100SA0,2006,M01,211.0,1,Northeast,209.0
CUUR0100SA0,2006,M02,211.6,2,Northeast,211.0
CUUR0100SA0,2006,M03,212.8,3,Northeast,211.6
CUUR0100SA0,2006,M04,214.7,4,Northeast,212.8
CUUR0100SA0,2006,M05,215.7,5,Northeast,214.7
CUUR0100SA0,2006,M06,216.7,6,Northeast,215.7
CUUR0100SA0,2006,M07,217.5,7,Northeast,216.7
CUUR0100SA0,2006,M08,218.1,8,Northeast,217.5
CUUR0100SA0,2006,M09,216.3,9,Northeast,218.1
CUUR0100SA0,2006,M10,215.2,10,Northeast,216.3
CUUR0100SA0,2006,M11,214.8,11,Northeast,215.2
CUUR0100SA0,2006,M12,215.2,12,Northeast,214.8
CUUR0100SA0,2007,M01,215.813,1,Northeast,215.2
CUUR0100SA0,2007,M02,216.651,2,Northeast,215.813
CUUR0100SA0,2007,M03,218.334,3,Northeast,216.651
CUUR0100SA0,2007,M04,219.501,4,Northeast,218.334
CUUR0100SA0,2007,M05,220.591,5,Northeast,219.501
CUUR0100SA0,2007,M06,221.579,6,Northeast,220.591
CUUR0100SA0,2007,M07,221.945,7,Northeast,221.579
CUUR0100SA0,2007,M08,221.559,8,Northeast,221.945
CUUR0100SA0,2007,M09,221.436,9,Northeast,221.559
CUUR0100SA0,2007,M10,221.951,10,Northeast,221.436
CUUR0100SA0,2007,M11,223.356,11,Northeast,221.951
CUUR0100SA0,2007,M12,223.425,12,Northeast,223.356
CUUR0100SA0,2008,M01,224.325,1,Northeast,223.425
CUUR0100SA0,2008,M02,225.213,2,Northeast,224.325
CUUR0100SA0,2008,M03,226.926,3,Northeast,225.213
CUUR0100SA0,2008,M04,228.133,4,Northeast,226.926
CUUR0100SA0,2008,M05,230.089,5,Northeast,228.133
CUUR0100SA0,2008,M06,232.649,6,Northeast,230.089
CUUR0100SA0,2008,M07,234.545,7,Northeast,232.649
CUUR0100SA0,2008,M08,233.788,8,Northeast,234.545
CUUR0100SA0,2008,M09,232.841,9,Northeast,233.788
CUUR0100SA0,2008,M10,230.837,10,Northeast,232.841
CUUR0100SA0,2008,M11,227.236,11,Northeast,230.837
CUUR0100SA0,2008,M12,225.091,12,Northeast,227.236
CUUR0100SA0,2009,M01,225.436,1,Northeast,225.091
CUUR0100SA0,2009,M02,226.754,2,Northeast,225.436
CUUR0100SA0,2009,M03,227.309,3,Northeast,226.754
CUUR0100SA0,2009,M04,227.84,4,Northeast,227.309
CUUR0100SA0,2009,M05,228.136,5,Northeast,227.84
CUUR0100SA0,2009,M06,229.93,6,Northeast,228.136
CUUR0100SA0,2009,M07,230.154,7,Northeast,229.93
CUUR0100SA0,2009,M08,230.883,8,Northeast,230.154
CUUR0100SA0,2009,M09,231.2,9,Northeast,230.883
CUUR0100SA0,2009,M10,231.304,10,Northeast,231.2
CUUR0100SA0,2009,M11,231.708,11,Northeast,231.304
CUUR0100SA0,2009,M12,231.462,12,Northeast,231.708
CUUR0100SA0,2010,M01,232.294,1,Northeast,231.462
CUUR0100SA0,2010,M02,232.382,2,Northeast,232.294
CUUR0100SA0,2010,M03,233.188,3,Northeast,232.382
CUUR0100SA0,2010,M04,233.615,4,Northeast,233.188
CUUR0100SA0,2010,M05,234.13,5,Northeast,233.615
CUUR0100SA0,2010,M06,233.834,6,Northeast,234.13
CUUR0100SA0,2010,M07,233.885,7,Northeast,233.834
CUUR0100SA0,2010,M08,234.15,8,Northeast,233.885
CUUR0100SA0,2010,M09,234.027,9,Northeast,234.15
CUUR0100SA0,2010,M10,234.671,10,Northeast,234.027
CUUR0100SA0,2010,M11,235.094,11,Northeast,234.671
CUUR0100SA0,2010,M12,235.141,12,Northeast,235.094
CUUR0100SA0,2011,M01,235.969,1,Northeast,235.141
CUUR0100SA0,2011,M02,237.11,2,Northeast,235.969
CUUR0100SA0,2011,M03,239.074,3,Northeast,237.11
CUUR0100SA0,2011,M04,240.267,4,Northeast,239.074
CUUR0100SA0,2011,M05,241.566,5,Northeast,240.267
CUUR0100SA0,2011,M06,241.69,6,Northeast,241.566
CUUR0100SA0,2011,M07,242.282,7,Northeast,241.69
CUUR0100SA0,2011,M08,243.033,8,Northeast,242.282
CUUR0100SA0,2011,M09,243.323,9,Northeast,243.033
CUUR0100SA0,2011,M10,243.014,10,Northeast,243.323
CUUR0100SA0,2011,M11,242.652,11,Northeast,243.014
CUUR0100SA0,2011,M12,241.987,12,Northeast,242.652
CUUR0100SA0,2012,M01,242.879,1,Northeast,241.987
CUUR0100SA0,2012,M02,243.85,2,Northeast,242.879
CUUR0100SA0,2012,M03,245.125,3,Northeast,243.85
CUUR0100SA0,2012,M04,245.85,4,Northeast,245.125
CUUR0100SA0,2012,M05,245.709,5,Northeast,245.85
CUUR0100SA0,2012,M06,245.201,6,Northeast,245.709
CUUR0100SA0,2012,M07,244.984,7,Northeast,245.201
CUUR0100SA0,2012,M08,246.252,8,Northeast,244.984
CUUR0100SA0,2012,M09,247.409,9,Northeast,246.252
CUUR0100SA0,2012,M10,247.564,10,Northeast,247.409
CUUR0100SA0,2012,M11,247.097,11,Northeast,247.564
CUUR0100SA0,2012,M12,246.456,12,Northeast,247.097
CUUR0100SA0,2013,M01,247.277,1,Northeast,246.456
CUUR0100SA0,2013,M02,248.665,2,Northeast,247.277
CUUR0100SA0,2013,M03,248.719,3,Northeast,248.665
CUUR0100SA0,2013,M04,248.464,4,Northeast,248.719
CUUR0100SA0,2013,M05,248.584,5,Northeast,248.464
CUUR0100SA0,2013,M06,248.851,6,Northeast,248.584
CUUR0100SA0,2013,M07,249.411,7,Northeast,248.851
CUUR0100SA0,2013,M08,249.858,8,Northeast,249.411
CUUR0100SA0,2013,M09,250.231,9,Northeast,249.858
CUUR0100SA0,2013,M10,249.32,10,Northeast,250.231
CUUR0100SA0,2013,M11,249.503,11,Northeast,249.32
CUUR0100SA0,2013,M12,249.567,12,Northeast,249.503
CUUR0100SA0,2014,M01,251.045,1,Northeast,249.567
CUUR0100SA0,2014,M02,251.233,2,Northeast,251.045
CUUR0100SA0,2014,M03,252.413,3,Northeast,251.233
CUUR0100SA0,2014,M04,252.506,4,Northeast,252.413
