"tau","Beta","EIS"
0.1,0.408926548393859,-1.46645461760658
0.2,0.50588884542686,-1.15487777072382
0.3,0.541527799424836,-0.753751854698467
0.4,0.521423478214912,-0.328389400310127
0.5,0.980776732446928,0.0506982192726368
0.6,0.615602952036456,0.444807645551267
0.7,0.589163445765519,0.87824976408398
0.8,0.538376978168654,1.2748322821272
0.9,0.439459402979924,1.59675801371899
