"tau","Beta","EIS"
0.1,0,-0.00133147032851644
0.2,0,-0.000818298642125664
0.3,0,-0.000472282269545455
0.4,0,-0.000216590006286804
0.5,883.342579253941,-3.96901876814421e-05
0.6,0,0.000131629545652327
0.7,0,0.000423895428013603
0.8,0,0.000820653485105696
0.9,0,0.00124344575986012
