"tau","Beta","EIS"
0.1,0.378717048610075,-1.35443370848026
0.2,0.427554560995465,-0.931133386184626
0.3,0.45213102732469,-0.586128995667085
0.4,0.386209190556003,-0.226341435277609
0.5,0.980139586675344,0.0936205899876908
0.6,0.590547891954604,0.416148225450902
0.7,0.574297336250296,0.847352409448504
0.8,0.503912148393202,1.15888533747368
0.9,0.386950272787194,1.38815901497053
