"tau","Beta","EIS"
0.1,0.532530425339997,-2.14198629031543
0.2,0.571872533492601,-1.45119053971145
0.3,0.604061665757303,-0.945963374368953
0.4,0.603524216252681,-0.437811147653489
0.5,0.989144797635946,0.0617782893185929
0.6,0.673365454010282,0.563305871249646
0.7,0.633941355989928,1.05086362180215
0.8,0.587813047904439,1.52965898557627
0.9,0.523487526529588,2.08458544093116
