"tau","Beta","Beta.SE","EIS","EIS.SE","EIS.Band"
0.1,741.709742978045,136.820863722512,0.191625743621388,0.76019752718944,1.1
0.2,653.080549515882,237.15384399821,0.116154489772302,0.49364275011293,1.1
0.3,453.578862471995,464.919194494014,0.0719755266558543,0.393727955319181,1.1
0.4,289.158162258978,1702.16363425641,0.0361978679484517,0.393564325178296,1.1
0.5,1.04054126426503,205.848689858392,0.0313532333212014,4.94838203615597,1.1
0.6,0.0142818905989428,851.175762209922,0.0478013759352553,0.471444255213952,1.1
0.7,3.43632205775583e-05,7521.96862901564,0.0427640413155939,0.377978712038199,1.1
0.8,8.67546149316975e-25,1.46226237138787e+24,0.0136001029638046,0.459360257105324,1.1
0.9,34759137859.2651,9969.83933246299,-0.0522317362577641,1.12061579664297,1.1
