"tau","Beta","EIS"
0.1,0.660276746631833,-2.25876712493033
0.2,0.695421427232537,-1.48455616757904
0.3,0.710516550652319,-0.907212390699623
0.4,0.748590789521033,-0.476276852662733
0.5,1.12242994070654,-0.123368318511065
0.6,0.472150522101821,0.222707543224864
0.7,0.568770648381228,0.60646423110669
0.8,0.603928141684733,1.14639846346113
0.9,0.572795812089722,1.77006119875327
